"","stat.socio","dwelling.size","dwelling.tenure2","region.f","state.f","municipality.pop","ac.acquire","total_niv","material.wall","material.roof","material.floor","antigua","cuart_dorm","fridge.adopt","washing.adopt","iron.adopt","tv.adopt","celphone.adopt","fan.adopt","cons.month.kwh.hig1"
"315","high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",26,2,"Yes","Yes","Yes","Yes","Yes","No",93.3597651504926
"316","high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",27,5,"Yes","Yes","No","Yes","Yes","Yes",209.346895074946
"317","high","56-75m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",26.969857218403
"322","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",18,3,"Yes","Yes","Yes","Yes","Yes","No",116.53837830039
"324","mid-high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",3,"brick","concrete","wood/mosaic",28,2,"Yes","Yes","Yes","Yes","Yes","No",126.268948487551
"325","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",3,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","No","Yes","Yes","No",142.990962871557
"326","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","No","Yes","Yes","No",82.5909509963832
"331","mid-high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",24,1,"Yes","Yes","No","Yes","Yes","No",55.018508725542
"334","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",30,1,"Yes","Yes","No","Yes","Yes","Yes",89.5366108786611
"335","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",15,3,"Yes","Yes","Yes","Yes","Yes","No",44.4074173609245
"336","mid-low","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",85.3755230125523
"338","mid-high","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","cement",26,3,"Yes","Yes","No","Yes","Yes","No",48.5457429931253
"339","mid-high","<201m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","cement",24,2,"Yes","Yes","Yes","Yes","Yes","Yes",289.491262001796
"340","mid-high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",20,1,"Yes","Yes","Yes","Yes","Yes","No",137.601943124601
"341","mid-high","101-150m2","Rented","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","No","Yes","Yes",176.831180493196
"346","mid-low","<201m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",62,2,"Yes","Yes","No","Yes","Yes","No",91.570049939263
"347","mid-high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",17,2,"Yes","Yes","No","No","Yes","No",62.9174770769658
"348","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","Yes","Yes","Yes","No",101.868307212254
"349","mid-high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",24,3,"Yes","Yes","Yes","Yes","Yes","Yes",142.670126664973
"350","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",30,3,"Yes","Yes","Yes","Yes","Yes","Yes",102.338486632154
"351","mid-high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",15,3,"Yes","Yes","Yes","Yes","Yes","Yes",89.9876718469815
"356","mid-high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",28,2,"Yes","Yes","No","Yes","Yes","Yes",33.9820200951877
"358","mid-low","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","No","Yes","Yes","No",147.826552462527
"359","mid-low","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",18,5,"Yes","Yes","Yes","Yes","Yes","No",136.072045313256
"360","mid-low","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","No","Yes","Yes","No",88.4380483196113
"367","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",14,2,"Yes","Yes","No","Yes","Yes","Yes",84.3923092249452
"369","mid-high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","No",83.0759575152881
"371","mid-low","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",130.079072406212
"372","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",22,1,"Yes","Yes","Yes","Yes","Yes","Yes",73.6871353153654
"375","mid-high","31-55m2","Borrowed","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",22,3,"Yes","Yes","No","Yes","Yes","Yes",72.7780402213524
"377","mid-high","56-75m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",20,2,"Yes","Yes","No","Yes","Yes","No",117.854407488831
"379","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",18,2,"Yes","Yes","No","Yes","Yes","No",141.095587460947
"381","mid-high","31-55m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","No",60.3063692555765
"386","mid-low","101-150m2","Borrowed","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",10,1,"Yes","Yes","Yes","Yes","Yes","No",103.530763426847
"389","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",24,3,"Yes","No","No","Yes","Yes","No",63.648863035431
"392","mid-high","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"No","Yes","No","Yes","Yes","No",147.368584651516
"399","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",17,2,"Yes","Yes","Yes","Yes","Yes","No",124.449893682694
"401","mid-low","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",16,2,"Yes","Yes","Yes","Yes","Yes","No",117.857142857143
"403","mid-high","<201m2","Owned","Temperate","Aguascalientes",">100k","No",3,"brick","concrete","wood/mosaic",15,3,"Yes","Yes","Yes","Yes","Yes","Yes",141.136576552463
"408","high","56-75m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",18,2,"Yes","Yes","Yes","Yes","Yes","No",88.8854771224187
"409","high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",18,3,"Yes","Yes","Yes","Yes","Yes","No",94.2546227561074
"412","mid-high","151-200m2","Borrowed","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",15,3,"Yes","Yes","Yes","Yes","Yes","No",88.4380483196113
"415","mid-high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",16,1,"Yes","Yes","Yes","Yes","Yes","No",106.335200431907
"416","high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","No","Yes","Yes","No",27.411986025262
"418","high","56-75m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",20,1,"Yes","Yes","Yes","Yes","Yes","Yes",119.447492969339
"423","high","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",19,3,"Yes","Yes","Yes","Yes","Yes","No",89.3329059252261
"425","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",18,3,"Yes","Yes","Yes","Yes","Yes","No",64.188260179799
"434","high","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",16,1,"Yes","Yes","No","Yes","Yes","No",113.013548515641
"436","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",22,3,"Yes","Yes","No","Yes","Yes","No",125.377278207219
"437","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",17,2,"Yes","No","No","Yes","Yes","No",177.136492367203
"443","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",21,2,"Yes","Yes","Yes","Yes","Yes","No",162.786834288872
"444","mid-low","<201m2","Owned","Temperate","Aguascalientes",">100k","No",3,"brick","concrete","wood/mosaic",5,2,"Yes","Yes","Yes","Yes","Yes","No",60.4124801692226
"446","mid-low","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","No",101.860912403833
"447","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",16,2,"Yes","Yes","Yes","Yes","Yes","No",64.7276573241671
"449","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",13,1,"Yes","Yes","No","Yes","Yes","No",83.0611304162825
"451","mid-low","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","No",136.224701250259
"452","mid-low","76-100m2","Other","Temperate","Aguascalientes",">100k","No",1,"brick","metal laminate","cement",20,2,"Yes","No","Yes","No","Yes","No",72.7780402213524
"455","mid-low","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",40,3,"Yes","Yes","No","Yes","Yes","No",71.8194033861865
"456","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","cement",50,2,"Yes","Yes","Yes","Yes","Yes","Yes",183.242729847344
"457","mid-low","101-150m2","Rented","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",50,3,"Yes","Yes","Yes","Yes","Yes","No",94.4354894025653
"458","mid-low","101-150m2","Rented","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",40,2,"Yes","Yes","Yes","Yes","Yes","No",65.7887664606289
"459","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",42,2,"Yes","No","Yes","Yes","Yes","No",118.083201865697
"468","high","56-75m2","Borrowed","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",20,3,"Yes","Yes","Yes","Yes","Yes","No",90.7109363728178
"472","high","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",16,3,"Yes","Yes","Yes","Yes","Yes","Yes",105.08766686591
"477","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","No",187.587195586687
"480","high","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",114.38891888244
"482","high","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",87.5431907139965
"483","high","<201m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",35,3,"Yes","Yes","Yes","Yes","Yes","Yes",177.136492367203
"486","mid-low","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",12,3,"Yes","Yes","No","Yes","Yes","Yes",74.1203266297746
"487","mid-low","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",8,4,"Yes","Yes","Yes","Yes","Yes","No",98.281481981374
"494","high","<201m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",5,3,"Yes","Yes","No","Yes","Yes","Yes",152.146865539393
"497","high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",2,1,"Yes","Yes","No","Yes","Yes","Yes",141.561062940991
"499","high","101-150m2","Rented","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","No","Yes","No","Yes","No",26.969857218403
"500","high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",6,3,"Yes","Yes","Yes","Yes","Yes","No",145.38405747047
"501","high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",2,4,"Yes","Yes","Yes","Yes","Yes","Yes",175.469307637402
"502","high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",4,4,"Yes","Yes","Yes","Yes","Yes","Yes",246.136975892795
"503","mid-high","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",30,3,"Yes","Yes","Yes","Yes","Yes","Yes",139.233685540773
"505","mid-high","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",29,1,"Yes","Yes","Yes","Yes","Yes","Yes",77.6092324576446
"507","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",23,2,"Yes","Yes","Yes","Yes","Yes","Yes",138.457893074034
"509","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",17,2,"No","Yes","No","Yes","Yes","No",167.47253133008
"510","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",158.674222845751
"511","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",16,2,"Yes","Yes","Yes","Yes","Yes","No",148.530848501071
"512","mid-low","56-75m2","Other","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",17,1,"Yes","Yes","No","Yes","Yes","No",190.928265524625
"513","mid-low","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","Yes","Yes","Yes","No",125.574638952625
"514","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",13,2,"Yes","Yes","Yes","Yes","Yes","Yes",128.373430962343
"516","mid-low","76-100m2","Borrowed","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","No",41.8032786885246
"517","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",13,2,"No","No","No","Yes","Yes","No",176.197510252967
"518","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",15,2,"Yes","No","Yes","Yes","Yes","No",221.129167941266
"520","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",13,2,"Yes","Yes","Yes","Yes","Yes","Yes",159.608825328847
"521","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",12,2,"Yes","Yes","Yes","Yes","Yes","Yes",37.7578001057641
"525","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","cement",12,2,"Yes","Yes","Yes","Yes","Yes","No",94.5372240657914
"528","high","76-100m2","Borrowed","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",15,3,"Yes","No","No","Yes","Yes","Yes",143.422964861165
"529","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",126.268948487551
"530","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",12,3,"Yes","Yes","Yes","Yes","Yes","No",139.27781999033
"531","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","Yes","Yes","Yes","Yes",155.059851862253
"532","high","76-100m2","Rented","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",15,2,"Yes","No","Yes","Yes","Yes","No",79.4894722634634
"533","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",14,3,"Yes","Yes","No","Yes","Yes","No",85.3402153782838
"534","high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",12,3,"Yes","Yes","Yes","Yes","Yes","No",146.452649029495
"536","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",12,3,"Yes","Yes","No","Yes","Yes","No",103.857964734011
"543","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",11,3,"Yes","Yes","No","Yes","Yes","No",108.955020920502
"556","mid-low","Don't know","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",5,1,"Yes","Yes","No","Yes","Yes","No",89.9989539748954
"558","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",8,1,"No","No","No","Yes","Yes","No",44.5901639344262
"561","mid-low","101-150m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",9,4,"Yes","Yes","Yes","Yes","Yes","No",125.127210149818
"562","mid-low","31-55m2","Rented","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","cement",6,2,"Yes","Yes","Yes","Yes","Yes","No",101.860912403833
"563","mid-low","56-75m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","Yes","Yes","Yes","No",135.418072614388
"565","mid-low","31-55m2","Borrowed","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","cement",98,2,"Yes","Yes","No","Yes","Yes","No",79.2996950570881
"567","mid-low","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",2,"brick","concrete","wood/mosaic",11,2,"Yes","Yes","No","Yes","Yes","No",162.722389576453
"569","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",1,2,"Yes","Yes","No","Yes","Yes","No",78.9735235612868
"570","mid-high","76-100m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",8,1,"Yes","Yes","Yes","Yes","Yes","No",76.804899446619
"572","mid-high","76-100m2","Other","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","No","Yes","Yes","No",86.704506481926
"574","mid-low","151-200m2","Owned","Temperate","Aguascalientes",">100k","No",1,"brick","concrete","wood/mosaic",25,2,"Yes","Yes","No","Yes","Yes","No",139.154175588865
